Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M001,81.3490780411372,4.081698968121493,5.662349352486525,87.52269999899819,51,4529,52,0.63,1
M003,82.46088119539684,1.7088518894496985,5.666409397178134,72.74933566017891,89,505,86,0.48,2
M006,76.8064546427544,2.633151211424286,5.424809733725352,86.18092018169565,98,2510,63,0.55,2
M003,76.97300419992852,2.590968976775409,3.990093333830883,76.45972162819537,52,1386,68,0.52,2
M002,77.41866701513541,3.3100806519091854,4.959024107468452,84.54119753398427,63,2706,73,0.56,2
M002,79.25302404227861,3.2132198203959863,4.767465275468212,61.21098568531868,87,4969,80,0.51,1
M002,66.62680920668609,0.7454578961337297,5.292319849134559,65.22495052583572,81,4413,69,0.39,1
M004,72.0473776729231,1.9348263683940212,4.99432740511236,48.135667742654334,65,2382,57,0.43,2
M003,62.860726193474356,1.5362849321431753,4.09427395811873,64.29436307193471,140,4753,81,0.4,1
M010,88.11210230392399,2.3091825945456548,5.277787804070518,91.73710139552743,33,2322,53,0.59,2
M002,82.49302417397503,1.819048924193246,5.57140481938878,59.44776509875963,76,1319,84,0.46,2
M005,97.78248703181248,2.9050405434371864,4.076863370324962,66.51540626862098,47,2562,88,0.55,2
M003,64.76580689649354,3.6841725276601456,3.99575814192825,71.1246304151785,30,3637,56,0.53,2
M002,80.98057696452909,2.5571363551612634,4.85049751895877,75.36120997684124,114,2329,73,0.52,2
M001,74.80024571280097,3.606850182189822,6.481554228153354,83.02344723395655,137,1247,78,0.56,2
M008,82.98254071425444,1.7043102370047238,5.3132330458887935,64.06503782347912,113,2953,81,0.46,2
M006,75.5557555999816,2.787987594927325,5.491328453636171,62.27872783167777,134,893,71,0.49,2
M001,87.46326885797454,2.0268299293639616,6.13212906396889,65.70826060350717,146,1860,69,0.51,2
M004,76.6156301343999,1.5474418771814367,5.056190594898347,71.3840543415406,73,3654,62,0.47,2
M003,80.05427146624818,4.056049439477057,5.381630460937421,60.179486580071064,85,3426,57,0.57,2
M006,87.54356868572712,1.8688102305566199,4.59061794639449,58.7446600402795,123,3564,68,0.49,2
M005,75.9767585556028,0.8912313367954765,5.107753511592055,75.74920515804799,116,2344,95,0.42,2
M005,87.1833731558538,2.505833546665434,5.3268134439934824,90.67382170337449,76,1276,53,0.59,2
M007,75.60321914532972,1.0972572767637327,4.990247735729568,59.21052020908811,99,3341,85,0.4,3
M010,82.73013362253812,2.985549295302136,4.82342298102721,62.785695359463816,144,2491,96,0.5,2
M005,64.9281630619396,2.2374596767179384,3.79216631026726,61.926350314900056,90,564,68,0.44,2
M010,77.45018595460468,3.708450508018153,4.051788811970164,85.29490846888609,126,994,95,0.56,2
M005,81.52534693759479,4.382292233834189,4.681570206535697,68.78871874055817,98,502,62,0.6,2
M005,71.42282817730755,1.8590956507519172,5.059738170487857,64.91572885116568,73,4973,51,0.47,1
M003,72.55199758193699,2.334228802398545,5.8522272751970785,61.414226229714075,33,1020,97,0.44,2
M003,70.41043114175426,5.062527659332516,5.769032718052735,79.90416747840628,118,4529,86,0.59,1
M001,91.9532953286969,2.144317089742114,5.110342472564921,78.38076968081674,116,3036,63,0.56,2
M010,84.35881556271715,3.9501926306346884,4.6597085569666605,75.2399972444535,142,4106,73,0.59,1
M006,72.94719725805021,2.4110802994812377,4.684728452130992,64.94925611589643,125,4879,56,0.49,1
M005,60.00412543797067,2.4868270114776734,5.8310383705073345,64.72001138609643,76,3780,61,0.45,2
M007,75.46114106201044,2.820277410971096,5.332271771276608,67.72843915866058,129,2694,63,0.51,2
M008,82.31145529257608,2.711749718081127,4.936012682235742,61.140269917534994,32,3048,92,0.49,2
M003,79.94595748321099,3.2469234690710596,4.712525022306561,67.28564664437611,145,561,55,0.55,2
M002,81.66166065471663,1.8172176415789307,5.336982429476151,57.44200558821396,39,4582,78,0.45,1
M003,65.88205511248643,2.6694418308596863,4.296478893228787,58.38881143843164,54,610,58,0.46,2
M004,76.35753879917665,0.7110105872029953,4.645704366530892,65.0085717642594,123,3153,86,0.4,3
M003,84.61854356204938,2.9990897950533224,5.60881679486636,49.75656501793891,103,4647,78,0.5,1
M001,81.17670368265749,2.4434602560182657,5.319879720891122,50.528846232653805,103,4929,67,0.48,1
M005,84.62668919585532,3.2614217673969925,4.775512959435469,86.86363477741921,105,4248,75,0.58,1
M009,83.82104782240879,2.829373145583527,4.784426558409031,60.985160574211385,122,3626,68,0.52,2
M006,79.69559169352928,4.929144322012153,4.633736158086363,76.40562753073525,115,833,92,0.6,2
M009,75.143232582106,3.318127286248184,4.401259656947179,72.88857904197675,79,3302,55,0.55,2
M009,91.88793913309905,1.9176924304672371,4.985820535371313,66.82132553295,76,1680,90,0.5,2
M004,81.6698040343816,3.539395053042138,4.933717161327552,58.54630360040882,143,1588,93,0.51,2
M008,53.84080004529008,1.4414799499574398,4.325901248942353,67.65631299277543,48,3192,52,0.4,3
M010,86.53238578545239,1.689616305575015,6.153076492373107,73.45148373728624,47,3146,76,0.5,2
M009,79.16236366927595,4.045712297659217,4.803739147535601,66.73307380142481,41,3647,50,0.58,2
M004,79.90636221422714,1.8215145949749205,5.088689585457234,64.8634430803069,44,4035,78,0.46,1
M006,80.96643833533713,1.884770809292077,5.403978274579721,82.89563224165445,39,2342,64,0.52,2
M004,71.9775032407848,3.237252532943198,5.440792492194282,48.863344574402696,45,2062,63,0.48,2
M001,70.87475347482855,3.3163391559383437,5.664195272705906,73.42498466910413,111,1789,74,0.52,2
M001,90.46004147600127,1.7194599017706744,4.326931982022028,72.58710133473832,110,3688,92,0.49,2
M003,68.15481787783031,2.0341779210803907,4.87206309204211,72.02165377707892,39,739,52,0.48,2
M005,64.8375082554175,3.421703485100353,4.998799224875724,92.58266493289221,105,867,63,0.55,2
M006,95.19837891654255,2.9994110691946028,4.832923809272834,54.511761620393,149,835,95,0.52,2
M002,79.02821721082977,1.5888260236491711,4.746795945849543,67.25095729093805,128,1255,95,0.44,2
M008,66.3413356287094,3.2504465708873735,5.144506227766169,62.50612600055131,83,4333,94,0.46,1
M003,74.46255491030875,3.4886805603447386,4.879516434143992,65.70954052133753,76,3131,69,0.53,2
M007,70.29171023486174,2.070392556041876,5.0784221218457395,56.91779457490527,33,578,63,0.44,2
M009,66.86645352211082,2.280576074076493,4.363802511397391,85.28320586068371,128,1626,78,0.48,2
M010,63.44820248859568,1.024962801659883,4.776101224288666,70.25290699334676,32,3507,83,0.39,3
M004,83.75507980511509,4.60373191781631,4.601670842822953,86.80925623008665,37,1634,70,0.64,2
M007,72.16890998764747,4.789805797460459,4.603031662947583,76.62870430104631,83,2253,63,0.6,2
M007,64.34815315916555,3.2965755075290017,5.181642694941988,78.8393470012077,145,4633,66,0.52,1
M003,80.22418613282565,2.815735898877357,5.11974473405639,74.53622959997092,41,2453,71,0.53,2
M002,67.94574351920824,0.9596625068786044,5.25449526042777,74.10557245041373,120,2020,63,0.43,2
M008,69.5622056677666,4.736283650795986,5.044928081456691,83.8700731912492,41,3021,83,0.58,2
M004,64.26370993997885,3.201255559176727,4.721535596157519,70.7469286659326,116,2842,83,0.48,2
M004,74.10774547083335,1.1029310796895366,5.230768287305721,59.466936741545375,142,4390,66,0.42,1
M004,81.56481211835091,2.4988532109245365,4.412684161521213,55.31064766170978,63,2351,59,0.5,2
M001,62.93728690717198,2.942079036801008,5.841131172128529,84.63123953391724,37,2168,84,0.49,2
M005,66.15183633310353,2.5368121457654,5.631880580950891,74.28438695869944,66,1223,81,0.47,2
M001,70.0173211689965,1.7460864706333554,5.429990720136806,64.62940459193817,141,775,68,0.44,2
M003,73.53657646345164,2.6661091439378843,5.733819168930379,52.67352644872402,131,2435,64,0.47,2
M008,66.77568422745136,2.0705348564988415,5.1914482281055445,53.93364825382339,53,2129,71,0.42,2
M004,60.60225786889916,0.10250112887034213,6.1076477654816905,74.01064614944283,94,961,72,0.36,3
M004,82.67813919476397,2.2766494591162645,4.732289061333326,76.56907878960673,120,1196,85,0.51,2
M004,68.9621976093793,2.5027618358839363,5.3069792041354065,73.86242298962958,47,2368,83,0.47,2
M008,77.2006963296672,1.6418527541033368,4.830980979545027,84.78067725519422,61,2624,55,0.51,2
M006,63.2133691052875,3.196985522343057,4.371935352694775,60.14057055197843,42,1314,53,0.48,2
M007,89.43996665574545,1.933012524190573,5.347868749255309,82.84795423834306,109,2317,63,0.55,2
M007,71.05202437075903,0.9571868579300329,5.5054796032095155,63.09656956722801,93,4230,83,0.39,1
M006,74.51970469285823,3.4481214391006447,5.941541126534867,83.12915039716137,119,3351,56,0.57,2
M008,83.43414309396,1.6640051584037168,5.447519590319378,83.0653958430255,148,3081,64,0.52,2
M010,87.89269862715636,4.75627226513785,4.132668039233504,78.39827834939234,81,2682,91,0.62,2
M008,84.42166505163829,2.92447309424791,5.235536640471726,61.63299526582854,140,3443,67,0.53,2
M005,65.92873653744749,2.8482893300997585,5.2867364934726035,50.70223145179696,93,2396,94,0.42,2
M006,67.39850727742079,1.4079542005490406,5.19371593579213,75.69365918593773,146,3445,95,0.41,2
M003,78.51754676593714,2.160398365511633,4.97919577113447,65.78188820568782,109,4662,58,0.5,1
M006,80.51559270212424,1.67752908715071,5.066741014037589,70.06518074978908,114,1143,63,0.49,2
M003,75.8966225110826,1.760983129978852,4.611658569950443,58.969534008867484,112,3652,60,0.46,2
M005,77.73366745971924,2.5864285170784354,5.07666433106859,72.63014681769748,57,1473,53,0.53,2
M009,70.09227870177119,1.7779320070043725,5.367090396767567,66.57624350341489,137,1474,99,0.42,2
M010,67.96937101998856,4.108389311357192,5.616607351969377,63.424194535148445,48,687,91,0.5,2
M005,55.66558893214019,2.296159069261351,5.628388439180448,84.34605399296058,132,1025,89,0.44,2
M006,82.36389470184598,2.911182159584289,5.624395950274779,82.5643886737903,52,1795,73,0.56,2
M009,75.62315645430537,1.1062066335299767,5.045935466790101,62.326795247643446,58,2083,86,0.41,2
M002,82.25766823163033,2.541722711215698,4.613137410245202,70.14320398035662,122,3208,66,0.52,2
M010,74.81750034799481,3.3287094352199174,4.914271587513433,54.46387570424595,52,957,59,0.51,2
M002,77.33205963985208,3.986663664253174,5.175712387470993,68.0268465883876,149,1385,81,0.55,2
M008,80.79178019291714,3.716312039349403,5.118949094401071,67.05216956713363,45,4624,57,0.57,1
M005,85.83606079830186,3.2862925633946096,4.938782593598293,76.09668072940272,70,2291,64,0.58,2
M008,82.84600318436708,1.9917396491048691,7.026275061105978,78.34854759200189,41,527,53,0.53,2
M003,84.97812718264028,2.749011676364524,5.592684890411894,77.41887750380815,32,4728,72,0.55,1
M008,69.65284392189355,2.84758910256277,4.308922015362265,71.33399654301269,117,3292,66,0.5,2
M009,65.95485311010567,4.1701625873489245,5.134481757061657,74.71095107331024,53,3895,66,0.55,2
M010,67.64048080799971,3.7679221333318873,5.216994912503352,84.31924173940752,42,2105,64,0.56,2
M004,80.05991109959534,2.3659534167428045,4.102031724331657,58.77414061049757,148,4709,60,0.49,1
M010,61.21470649956753,3.8299968375466573,5.308875089043642,82.14808947761921,43,1844,62,0.54,2
M006,61.303018203149335,2.8302908631331407,5.228483682266734,79.75134521243288,123,4500,58,0.5,1
M005,79.70602600775045,3.7319844712696355,4.700062915699593,64.73964220289407,140,3382,50,0.57,2
M009,86.13948633215661,1.5966390424523098,6.0513012174481355,65.6392337184178,72,4446,79,0.47,1
M001,85.17540916606754,1.6815960694713161,4.964641762109959,61.207953055486826,110,4598,68,0.48,1
M009,57.0574276948994,2.8423511790296065,5.0051007357124355,58.63099191404348,104,970,77,0.43,2
M005,82.95703141699742,1.8086255025860642,5.202167738815304,72.34490717978542,61,1091,87,0.48,2
M001,85.7618332133032,1.750856735306399,4.695432615393095,75.3301143467239,50,1532,86,0.49,2
M010,78.75071914682778,0.739421405758397,4.903741888078724,58.56652713932437,149,4164,56,0.43,1
M001,81.22396870523288,2.4733633555548367,4.748421547862867,73.64962180652263,97,1649,64,0.53,2
M005,87.70699585092191,2.2555556700756365,4.461512226834746,82.36026108733698,97,792,77,0.54,2
M002,91.41046629728959,2.437444914011626,5.3092181552993845,63.876390042037606,62,4553,69,0.53,1
M004,83.08929200471297,2.8734811877321604,5.039396509103923,74.97819176758294,95,1800,93,0.52,2
M003,57.571756682664244,2.7180755086527237,5.4014020291066105,78.93823955141767,137,3632,97,0.44,2
M007,64.84786596854785,2.7499017091177276,4.182005582280113,64.39044022611569,57,4093,59,0.47,1
M010,65.07657160125149,2.1163095804190157,5.262402898195341,77.77846670510829,73,2115,81,0.45,2
M005,78.07064516570243,2.7294032478314345,4.983479543963361,74.29113465129112,136,4167,87,0.5,1
M007,85.84527046495089,1.126000452576694,5.274485958530733,78.88557873621394,134,1485,70,0.49,2
M002,82.08421042894582,1.4885779286289036,4.960107827283661,76.65989655455152,79,3358,89,0.47,2
M010,76.10889478887768,2.321224916217094,5.440433665347038,59.0009122682766,35,1680,99,0.44,2
M010,64.72097234286305,2.461788972528679,3.950063383890477,80.62002202305571,40,3705,65,0.49,2
M002,76.76511276162745,4.140533570892369,4.18944026147191,88.04284453049092,102,4848,62,0.61,1
M005,80.59359208728331,4.605677066340631,5.303628254829828,61.81401300609198,144,2930,52,0.6,2
M008,94.00935612994574,1.412927623430487,5.733581334825631,66.3410264820519,31,2122,51,0.52,2
M001,76.23230272914662,4.405941348457565,5.03325913698034,69.61809230464775,58,1570,89,0.56,2
M001,64.35965764798902,2.7669869855276508,5.276849962628424,66.53438962293133,55,2065,53,0.48,2
M003,73.33616670641676,2.668706261095203,5.149327224129745,64.40842442877128,83,2351,60,0.5,2
M004,67.76563185893176,1.989665016792252,5.7850657077898555,86.94098078411974,70,3940,98,0.46,2
M005,82.82493494700621,3.116436422521736,4.905303778744648,96.21474786478488,42,1859,66,0.6,2
M002,71.75226526720824,3.3699356524480257,5.314384289545356,65.44028782019457,143,2970,76,0.5,2
M006,62.948582077957234,2.360707988223371,4.9986399024454435,72.29823154904325,134,4247,70,0.46,1
M004,67.92694659671668,2.3648907328091617,5.016800658321995,72.2904973825212,46,1111,77,0.47,2
M006,76.16869382341113,2.7265919914928105,4.662207806292666,71.56759522365877,105,3058,70,0.51,2
M009,82.32140563485116,4.481080893929217,4.9334109298661595,67.79535756105723,100,1626,91,0.57,2
M006,77.93393955641903,3.352345166461767,5.409401887868632,84.15916357455859,70,1465,68,0.57,2
M004,75.4425938607033,1.7782127987655905,5.07429311454153,56.99157026377002,125,3990,94,0.42,2
M007,74.8645045195254,1.8072685355113158,5.328799240852246,76.63428119321097,146,965,69,0.48,2
M001,77.57962161581658,1.6444327635767206,4.729106299308269,68.67048651790304,127,2225,92,0.44,2
M006,70.11402418007336,2.6129480324420338,4.201101924050203,64.70797428341233,73,1202,50,0.49,2
M010,72.01696505448554,1.5268846397786797,4.986654392419741,70.35419891782433,37,3920,87,0.43,2
M006,79.38382580128403,4.512034130960611,4.942339700106181,70.12504991025425,38,4429,85,0.57,1
M007,71.23004840832964,3.804088460046995,4.011464513044822,56.609747819256256,44,3754,67,0.51,2
M003,72.82459251416056,1.7993473456554452,5.238919601644475,62.75012160843201,144,1809,64,0.45,2
M001,84.56833731156097,1.4825949787102917,5.657735522685,68.7400649989981,54,3011,80,0.47,2
M007,55.52113362736527,0.9951240071708733,5.2520505372404225,73.39089160804785,103,2280,79,0.37,3
M008,91.3811274954764,4.205642942525445,5.360764514728595,82.65315980990626,82,2558,98,0.61,2
M008,62.468752117989474,2.970514761760802,4.501022356488414,77.8045190717082,102,3058,83,0.48,2
M008,60.719691668992354,2.86962035433933,5.431685230920169,64.22456468400668,82,1497,89,0.44,2
M006,85.29221791233894,3.2018757813079195,4.726170947314308,73.6710185250393,35,1712,81,0.55,2
M010,74.95175378094869,2.4250440349905995,4.968025753659676,82.4570866416966,115,2261,88,0.5,2
M002,72.8450179768013,2.5190947199575655,4.959560213554437,51.21821000468162,43,2016,50,0.47,2
M002,76.85767492086771,2.2456232241944503,5.633819688030229,78.26028791706781,44,4128,69,0.51,1
M008,93.65003233997474,2.1317747247589085,5.569454377037207,68.37728884930863,137,2160,64,0.54,2
M003,70.04303257310056,1.0726664104845347,4.567698929441003,65.59913719747372,100,1046,74,0.41,2
M010,86.43987919202164,1.8967921038823783,5.2618886057793395,57.8721092688156,132,1997,69,0.48,2
M007,79.60070606347438,2.971105799862487,6.0498791991632785,75.60540425303809,62,2042,90,0.52,2
M009,77.0835529595928,2.9653461735266458,5.554133411414465,76.14335884627452,124,1901,72,0.53,2
M003,55.7551183895115,1.4889582353901891,4.505907038382096,69.40918934714935,136,1947,51,0.41,2
M008,78.89960586029902,2.0893653080191985,5.227843514457345,61.30221967194964,137,828,90,0.45,2
M005,87.04068018884884,1.9926163182539014,5.331549623370087,80.97208045564233,98,4544,62,0.54,1
M008,78.03444750924045,1.9403373102160337,4.473759961501793,81.60611417693659,50,1598,60,0.51,2
M005,67.67246370310004,1.3062890123391717,5.132599317974151,74.86449683912646,39,4145,59,0.45,1
M005,76.13400063272604,3.138450935164565,4.018779887576574,67.51954100614287,57,1113,77,0.51,2
M008,74.51034810977777,1.7410951604796,4.991246775405862,58.01508262479243,34,1292,69,0.44,2
M005,64.69985424136893,2.134901777259336,4.864381929333558,66.5627632190792,88,3400,99,0.41,2
M009,81.26076425507817,2.7571306524186214,4.699425931702009,64.58270586750106,112,2733,91,0.49,2
M002,66.91858145592731,2.036677635163394,4.4676219223261615,72.96654852958417,115,2384,74,0.45,2
M002,68.25779593688137,3.1373536828753954,4.543667712169615,81.08651612506259,75,3637,52,0.54,2
M006,65.61822624572295,0.7436389683615054,5.339910172914485,73.91675419798497,67,2380,90,0.38,3
M001,53.14289517524657,2.855977123959746,5.430131485700597,62.04522347845635,49,3549,76,0.42,2
M003,76.34185174177719,1.4258466181233893,5.036808254814349,59.141748277037635,56,2843,85,0.42,2
M006,65.00687242349862,3.4890742106954766,5.461392548085433,75.09125995050105,96,854,65,0.52,2
M009,71.06018636697578,1.4829633306085521,4.888592150140159,56.839657400731426,121,2287,96,0.39,3
M010,70.3705093457464,1.7068746548328502,5.332477728867858,73.87598328212361,81,2563,51,0.48,2
M010,78.97244609241453,3.4435668819007446,4.99006947609605,78.0724238777353,37,4853,60,0.57,1
M009,72.75744841242431,1.9402680878598932,5.083553501570113,69.02047254014825,141,2831,66,0.47,2
M007,86.99658675858568,0.8373736777486451,4.927431190405845,59.927394092798565,123,2844,72,0.44,2
M005,74.15347458151572,3.1894315705151324,5.5784568453481995,54.06746008210564,122,1851,61,0.5,2
M006,78.13118829747265,1.3232964854675329,4.7987646538051685,76.33089007326576,118,2306,54,0.49,2
M002,71.73163706937865,2.2637638685020827,4.775162463426888,60.38632131080566,60,2244,85,0.44,2
M010,73.69484920103007,3.5026509129878276,3.8031579241329356,66.63362917137945,37,2926,60,0.53,2
M006,69.06204677743676,0.6859736518918493,5.476091871718385,68.57951887288888,89,4770,76,0.4,1
M005,85.47009174643314,3.1157007293625534,4.335710171138007,75.74517340617182,105,4126,83,0.55,1
M003,78.25176796529064,2.7052668936010846,4.86366098420995,69.44685441387847,39,3098,69,0.51,2
M005,74.84180289737932,3.8738078274271044,4.765101652686925,63.906052434040724,107,695,67,0.54,2
M001,63.582359074842,-0.34348529205177547,5.972296996798511,70.99869501665073,125,899,85,0.33,3
M001,78.83611970787932,2.0992644308126094,4.922692929226547,63.880806855745654,66,2025,56,0.49,2
M006,85.38239592865757,2.44094791774016,4.863252849734634,60.5852544759445,42,1939,91,0.48,2
M007,52.96839539174138,1.9379096746958058,4.616085367396401,67.79449643021462,57,2454,54,0.42,2
M009,91.69228754640302,3.719710749890193,5.846199001194056,71.83976193654111,141,4526,53,0.61,1
M010,88.16958836686703,3.3830461277010295,5.344491976362527,66.27327727126827,47,1068,70,0.56,2
M010,67.1105923124093,2.548280280399407,4.142772973137421,59.70380125828737,93,2418,71,0.45,2
M003,80.75369627192376,2.280249504157271,4.5512166574998165,75.06803093759505,67,1474,95,0.49,2
M004,81.31056518021506,1.5031826975030356,4.699016692813937,64.50025699866809,115,3425,93,0.44,2
M002,74.24176378481737,2.5090442081989646,4.6476956329061,75.33630279013438,75,748,59,0.51,2
M003,90.0103884000446,2.61924332929589,5.05365795733098,65.21425308487485,37,3827,53,0.55,2
M001,106.04867428466721,2.4978335467721138,4.429354797621973,86.17749310524209,45,3955,76,0.61,2
M002,76.62669998997532,2.301359740343972,5.127823851925215,58.17983952541937,113,1954,94,0.44,2
M001,61.144149135173116,2.542482538923175,4.30853252484161,54.586881219228864,106,1528,71,0.42,2
M003,80.13835193065546,2.673676646138526,5.036181755495399,81.3357329078902,83,1158,89,0.52,2
M007,88.56078146806708,2.951610682726256,4.942431698254351,64.7399176257065,73,2396,99,0.51,2
M002,82.09533577307374,4.767180195098223,5.467837228192897,64.5191209949208,95,1717,88,0.58,2
M001,75.86367567073424,4.289313085864167,5.531971723114031,49.10429762830188,107,3234,90,0.51,2
M001,80.2874884579966,2.1934305528661495,5.617674325376456,64.62623225778455,44,2175,93,0.46,2
M006,70.19622509019678,1.6296083662463428,4.861432265379889,59.19825315234666,94,1499,87,0.41,2
M010,67.36851176856285,2.456332980259728,5.154379102155697,77.11640606723326,114,4017,96,0.46,1
M008,71.14939738140494,2.4088257664814368,5.256774512509637,82.87392648658309,120,1381,74,0.5,2
M010,85.62234330349602,2.8080856607591405,4.0803947235769416,56.39174218697299,108,1547,82,0.5,2
M007,62.034982325191706,0.17836959330008462,5.340592825062057,59.33317296694137,62,2718,57,0.35,3
M002,62.17060670701706,2.4497170256375,5.843151787101432,74.92562177858753,52,1965,85,0.45,2
M008,59.07197200647514,2.156023928566204,5.431455371479107,74.32844553850278,32,2622,56,0.46,2
M003,66.55720981477005,0.5549312671362885,5.115764951901439,60.12750205449042,49,2570,75,0.37,3
M001,70.19797625852982,0.932670846475472,4.50603369604704,67.24453021604273,147,3179,82,0.4,3
M003,71.73296005022175,3.8343503259492993,4.934846704325444,67.7179942049779,135,2289,92,0.51,2
M006,65.46395386980302,2.177248973881565,4.936608702810794,79.6680957098412,73,3678,93,0.45,2
M001,74.9649200799146,3.6387347742736065,4.440004284864192,67.96887351273587,113,4964,54,0.55,1
M005,60.109996448760285,3.38264807701312,4.936211143723862,66.72423086950884,50,796,71,0.48,2
M008,73.40253359634784,2.216732491160533,4.569549445753249,69.25586176567964,133,3883,50,0.5,2
M009,75.72377586281034,1.8631735502766604,4.920663247260374,86.18225960701827,34,4760,65,0.51,1
M004,83.52351356894472,2.445018856699102,5.057558034892837,51.46396483038354,50,579,72,0.48,2
M008,76.80583206608362,3.062344039234167,4.118937930477967,78.31052891238954,74,3848,97,0.51,2
M009,77.43307664128366,1.2499315107936058,5.691990245586009,56.243842843192496,98,869,91,0.4,3
M002,81.23522102950758,1.5871356822363702,5.549264311107068,50.453190044012466,125,3914,99,0.41,2
M006,64.6828298806644,2.6361728830648268,5.404943908486937,72.60805520664299,92,991,93,0.45,2
M003,69.91282778902156,1.9164365276840736,4.9221960358435295,69.55848913626423,116,964,54,0.47,2
M007,70.73572974886832,1.3804442739115894,5.067623270175616,53.77686311160302,122,2356,52,0.42,2
M006,87.44033948134862,3.7462673431229843,4.985349428390865,82.29368314359859,112,3526,58,0.62,2
M009,71.50021872845583,1.2818920284506783,4.345181562945735,55.69520435612528,51,1899,86,0.39,3
M003,77.97921065259803,2.1395900144301465,4.309585819361523,83.78416788015906,143,4757,61,0.53,1
M005,69.26110517664867,1.682598188911279,5.400757159438505,68.3880197767287,61,908,96,0.42,2
M003,87.47811197916246,3.378195463753168,5.496461271759452,87.78232746871839,106,3563,50,0.62,2
M002,76.41835167142904,2.2769329645192586,5.39056873791608,74.55398170978215,96,2681,84,0.49,2
M008,77.71873162770017,2.880198369153394,5.040153228534727,77.86490159968392,54,4550,94,0.51,1
M007,74.03726691797904,2.4815074116069518,4.361232088933523,79.90321529032332,85,3860,63,0.52,2
M002,71.74637121648585,2.6323378273533646,5.207316447620669,67.32482327236129,79,3472,94,0.46,2
M009,88.37831020966117,3.202692384818765,4.853957762265674,69.37146502909656,81,2791,89,0.54,2
M004,82.45404197345403,3.362433409555357,4.422455454780338,69.10188826426446,123,726,68,0.55,2
M008,81.34540288057225,4.92928264295125,5.134309355207915,59.33283373638131,75,2442,72,0.59,2
M001,72.37216611017531,3.849126348168406,4.380718405482666,75.51159774423147,34,3165,70,0.55,2
M005,79.69116709781062,4.636559128802725,5.353813164911252,66.2443053969153,146,3096,88,0.57,2
M007,69.18162168082979,3.7288392950725533,4.864885840486356,72.78485080544745,76,4742,93,0.51,1
M003,73.59165637194143,2.2425398150885747,5.385320612823189,81.42477644742772,59,3470,51,0.52,2
M006,61.74923529063953,2.610682405655826,5.013163916971324,88.57928560927684,134,4707,63,0.5,1
M008,71.56311652062216,1.941005272118002,5.7765205381463245,64.44303322938109,113,4150,61,0.46,1
M009,60.365940415733114,3.923962271769807,4.262104551075152,94.42332807843222,99,3862,91,0.54,2
M003,83.20482438271226,2.040269268625773,5.0550165450237525,64.23142905283116,80,760,74,0.49,2
M006,67.59953082177229,3.233989227418566,4.373304414387922,86.16465457850035,123,2516,89,0.52,2
M004,73.51472447638368,2.5385918627322805,6.291903424408834,70.45920492447766,118,2176,64,0.5,2
M003,78.46177745832742,1.2779791284298458,4.876814070793324,60.46960841785711,117,684,79,0.43,2
M010,88.66990432678844,3.765366093031565,5.352327043499671,67.71396904351033,63,1625,63,0.59,2
M008,64.50993077429514,2.3015234849242443,5.658641403888792,75.99650466913226,121,4004,67,0.47,1
M002,88.14402424769473,2.804636296348051,5.315479538511457,63.114073467348625,50,1315,59,0.54,2
M007,58.10941550671104,3.889163047870596,5.520877114509881,87.25526579008985,93,3679,62,0.54,2
M001,69.9789699590112,2.3034778805726166,4.5478470932526704,83.79309335550754,43,2162,74,0.5,2
M008,79.36713966890338,4.263557440006718,4.881359409454837,77.17765409124823,134,4874,50,0.61,1
M010,82.5585495975994,3.072821005526265,5.157622463285427,63.85881592526064,147,4492,97,0.5,1
M010,66.18892850473539,2.8135379672835152,5.092282176272689,79.48417934221136,58,3323,86,0.48,2
M009,78.19333189693386,4.4478167872543155,4.708846436034409,65.54950306366989,127,3245,50,0.59,2
M003,82.69531469050999,0.8587467976401371,4.691271848641636,70.35522430777957,115,1246,52,0.47,2
M001,90.86373880159016,2.400619669873577,4.605692651118685,74.20584047020395,44,1611,57,0.56,2
M010,70.02501341594859,2.061740882621438,3.664877001286595,53.62719260596405,145,4552,98,0.4,1
M007,65.51278177078875,2.5429322452144127,6.105445496400391,92.24886380996455,48,3692,83,0.5,2
M008,74.33609595906863,0.2906483941766562,4.954535913588162,78.24230025686069,136,1263,83,0.41,2
M010,63.3110373425828,3.7914035482160084,5.1319640767524435,60.213371667438324,144,592,79,0.48,2
M006,93.96494383129561,3.8083158308914355,4.7380500858280366,77.90126212618824,72,4973,56,0.63,1
M001,83.13073631629499,3.067757077086069,4.671468540429144,80.13237887434987,125,1801,87,0.55,2
M005,70.9578298802639,3.739012992015965,4.94299194237521,55.22719292867875,41,806,72,0.5,2
M001,59.51220177487788,4.126142798783111,5.22718185374933,64.50928912046186,126,1451,99,0.47,2
M005,79.65045461015183,3.590723586149834,4.821446403875541,70.26572283441847,119,2317,64,0.56,2
M008,49.06853815658258,2.1285285001384495,4.679013168849083,71.57151870790949,58,558,93,0.38,3
M002,101.73510970396478,3.09578780159936,5.754811979982839,69.49870634076967,82,3061,75,0.59,2
M009,67.67315808742381,2.9486897683389066,4.704441631307645,70.20425518918087,40,933,85,0.48,2
M010,91.39488659417503,3.082167044480058,5.977148619012656,72.68100033985235,140,3842,57,0.59,2
